text,indices
"Płock 09-402, ul. Padlewskiego 18C","{'entities': [(18, 34, 'street_full')]}"
"Capital Partners S.A. z siedzibą przy ul. Królewskiej 16 w Warszawie, 00-103 Warszawa,","{'entities': [(70, 85, 'city_postal')]}"
"prowadzenia działalności przez Grupę Kapitałową jest Gniezno, ul. Paderewskiego 25-35, 62-200.","{'entities': [(66, 85, 'street_full')]}"
"Poznań, ul. Plac Bernardyński 4/3 , 61844","{'entities': [(12, 33, 'street_full')]}"
"lokalu przy ul. Paderewskiego 25-35 w Gnieźnie. Spółka dominująca uzyskała w okresie 01.01.201430.06.2014 roku czynsz w wysokości 4.524,00 zł netto.","{'entities': [(16, 35, 'street_full')]}"
"2006 roku. Siedziba Spółki dominującej mieści się w Polsce we Wrocławiu, ul. Powstańców Śląskich 2-4.","{'entities': [(77, 100, 'street_full'), (73, 100, 'street_full')]}"
przy ul. Powstańców Śląskich 2-4.,"{'entities': [(9, 32, 'street_full'), (5, 32, 'street_full')]}"
"REDWOOD HOLDING S.A., ul. Papiernicza 7, 92-312 Łódź","{'entities': [(22, 39, 'street_full'), (26, 39, 'street_full'), (41, 52, 'city_postal')]}"
Fabryka Elektronarzędzi 92-312 Łódź ul.,"{'entities': [(24, 35, 'city_postal')]}"
"CARPATHIA CAPITAL S.A. z siedzibą w Poznaniu, ul. Krasińskiego 16, KRS nr","{'entities': [(50, 65, 'street_full')]}"
Siedziba Spółki dominującej mieści się w Pruszkowie przy ul. 3 Maja 8.,"{'entities': [(61, 69, 'street_full')]}"
"North Coast S.A., ul. 3 Maja 8, 05-800 Pruszków, NIP 526-02-05-055","{'entities': [(22, 30, 'street_full'), (32, 47, 'city_postal')]}"
"ul. Skarżyńskiego 14, 31-866 Kraków","{'entities': [(0, 20, 'street_full'), (22, 35, 'city_postal')]}"
Główną konkurencją dla grupy oraz Unima 2000 Systemy Teleinformatyczne S.A. są czołowi polscy integratorzy oraz,"{'entities': [(34, 74, 'company')]}"
udziałów Spółki zależnej ICM Polska Sp. z o.o. (sprawa sądowa przeciwko Unima 2000 Systemy Teleinformatyczne S.A.,"{'entities': [(72, 112, 'company')]}"
przy ul. Wyspiańskiego 3 wraz z,"{'entities': [(9, 24, 'street_full')]}"
"WDM Autoryzowany Doradca Sp. z o.o. z siedzibą we Wrocławiu, Pl. Powstańców Śląskich 1 lok. 201, 53-329 Wrocław","{'entities': [(97, 111, 'city_postal')]}"
"WDM Capital S.A. z siedzibą we Wrocławiu, Pl. Powstańców Śląskich 1 lok. 201, 53-329 Wrocław wpisana do Rejestru","{'entities': [(78, 92, 'city_postal')]}"
"ASTORIA Capital S.A. z siedzibą we Wrocławiu, Pl. Powstańców Śląskich 1 lok. 201, 53-329 Wrocław wpisana do Rejestru","{'entities': [(82, 96, 'city_postal')]}"
"Arkadia S.A. z siedzibą we Wrocławiu, przy pl. Powstańców Śląskich 1 lok. 201, 53-329 Wrocław, wpisana do Rejestru","{'entities': [(79, 93, 'city_postal')]}"
"Milestone Ophthalmic Sp. z o.o. z siedzibą we Wrocławiu, przy pl. Powstańców Śląskich 1 lok. 201, 53-329 Wrocław,","{'entities': [(98, 112, 'city_postal')]}"
"Milestone Scientific Poland Sp. z o.o. z siedzibą we Wrocławiu, przy pl. Powstańców Śląskich 1 lok. 201, 53-329 Wrocław,","{'entities': [(105, 119, 'city_postal')]}"
"Milestone Medical Poland Sp. z o.o. z siedzibą we Wrocławiu, przy pl. Powstańców Śląskich 1 lok. 201, 53-329 Wrocław,","{'entities': [(102, 116, 'city_postal')]}"
"02-675, ul. Wołoska 22A","{'entities': [(12, 23, 'street_full'), (12, 22, 'street_full')]}"
Adres: Walerego Sławka 3A,"{'entities': [(7, 25, 'street_full')]}"
"stycznia 1998 roku. Siedzibą Spółki jest miasto Łódź, al. Piłsudskiego 76. Spółka jest wpisana do","{'entities': [(58, 73, 'street_full')]}"
"– siedziba Spółki: Łódź, al. Piłsudskiego 76","{'entities': [(29, 44, 'street_full')]}"
"FON SA ul. Padlewskiego 18c 09-402 Płock, KRS 28913, NIP 548-007-58-44, REGON 070009914 Strona 2","{'entities': [(0, 6, 'company'), (11, 27, 'street_full'), (28, 40, 'city_postal')]}"
"ul. Padlewskiego 18C, 09-402 Płock","{'entities': [(4, 20, 'street_full'), (22, 34, 'city_postal')]}"
"ul. Nowogrodzka 42, 00-695 Warszawa","{'entities': [(20, 35, 'city_postal')]}"
"stanu posiadania akcji Emitenta przez spółkę IFEA Sp. z o.o., która posiadała pośrednio 50.655.465 stanowiących 80,40 % udziału w kapitale zakładowym FON S.A.","{'entities': [(150, 158, 'company')]}"
"w siedzibie spółki w Płocku, przy ul. Padlewskiego 18 c.","{'entities': [(38, 55, 'street_full')]}"
o godz.12.00 w Płocku przy ul. Padlewskiego 18c.,"{'entities': [(31, 47, 'street_full')]}"
wpływ na wyniki osiągane przez FON S.A. w przyszłości. FON S.A. zamierza ograniczyć,"{'entities': [(31, 39, 'company'), (55, 63, 'company')]}"
"Adres: 20-209 Lublin, ul. Frezerów 7","{'entities': [(26, 36, 'street_full'), (7, 20, 'city_postal')]}"
"a spółka mieści się w nieruchomości przy ul. Frezerów 7, użyczonej od URSUS S.A. W","{'entities': [(45, 55, 'street_full')]}"
Jednostką dominującą jest Hyperion Spółka Akcyjna z siedzibą w Warszawie Plac Trzech Krzyży 3.,"{'entities': [(26, 49, 'company'), (73, 93, 'street_full')]}"
"spółki Hyperion S.A. z dotychczasowego: ul. Żurawia 8, 00-503 Warszawa na aktualny: ul. Plac Trzech Krzyży 3,","{'entities': [(44, 53, 'street_full'), (88, 108, 'street_full'), (55, 70, 'city_postal')]}"
Obecnie MIT Mobile Internet Technology SA jest spółką działającą na rynku medialnym i telekomunikacyjnym,"{'entities': [(8, 41, 'company')]}"
"ul. Budowlana 3, Kartoszyno, 84-110 Krokowa","{'entities': [(29, 43, 'city_postal')]}"
"Zarząd spółki Jupiter S.A. (adres: ul. Wrocławska 53, 30-011 Kraków) oraz komplementariusz Gremi Development spółka","{'entities': [(39, 52, 'street_full'), (54, 67, 'city_postal')]}"
"z ograniczoną odpowiedzialnością – Rybitwy – S.K.A. (adres: ul. Wrocławska 53, 30-011 Kraków), działając na zasadach art.","{'entities': [(64, 77, 'street_full'), (79, 92, 'city_postal')]}"
"w Krakowie, ul. Wrocławska 53, 30–011 Kraków, wpisana do Krajowego Rejestru Sądowego prowadzonego przez Sąd","{'entities': [(16, 29, 'street_full')]}"
"2014 roku na godz. 10.00, które odbędzie się w Krakowie, w siedzibie lokalu Spółki: ul. Wrocławska 53, 30-011 Kraków.","{'entities': [(88, 101, 'street_full'), (103, 116, 'city_postal')]}"
"i adres podmiotu przed zmianą Ruskij Caviar Sp. z o.o., 84-200 Wejherowo,","{'entities': [(56, 72, 'city_postal')]}"
Śródroczne skrócone sprawozdanie finansowe OT LOGISTICS S.A. za okres 6 miesięcy zakończony 30 czerwca 2014 roku,"{'entities': [(43, 60, 'company')]}"
"z późniejszymi zmianami), Zarząd Spółki OT LOGISTICS S.A. przedstawia śródroczne skrócone sprawozdanie finansowe za okres","{'entities': [(40, 57, 'company')]}"
"Siedziba i adres Spółki: 71-430 Szczecin, ul. Moniuszki 20","{'entities': [(46, 58, 'street_full'), (25, 40, 'city_postal')]}"
"Wysogotowo ul. Serdeczna 8,","{'entities': [(15, 26, 'street_full')]}"
"50-457 Wrocław, ul. Dąbrowskiego 44","{'entities': [(20, 35, 'street_full'), (0, 14, 'city_postal')]}"
"Warszawa, ul. Kopernika 36/40","{'entities': [(14, 29, 'street_full')]}"
"CUBE.ITG SA ul. Długosza 60, 51-162 Wrocław","{'entities': [(16, 27, 'street_full'), (29, 43, 'city_postal')]}"
"Siedziba Spółki: ul. Turystyczna 36, 20-207 Lublin","{'entities': [(21, 35, 'street_full'), (37, 50, 'city_postal')]}"
"Midas S.A. („Spółka”, „Midas”) jest spółką akcyjną z siedzibą w Warszawie, ul. Lwowska 19, której akcje","{'entities': [(75, 89, 'street_full')]}"
"Kraków, ul. Pilotów 10, 31-462","{'entities': [(12, 22, 'street_full')]}"
POLSKI HOLDING NIERUCHOMOŚCI SPÓŁKA AKCYJNA,"{'entities': [(0, 43, 'company')]}"
inwestycji INTRACO CITY przy ul. Stawki 2 w Warszawie.,"{'entities': [(33, 41, 'street_full')]}"
"SMT Spółka Akcyjna (SMT S.A.) z siedzibą w Warszawie, ul. Jutrzenki 183, 02-231 Warszawa tworzy","{'entities': [(20, 28, 'company'), (58, 71, 'street_full'), (73, 88, 'city_postal')]}"
"siedziba: ul. Jutrzenki 183, 02-231 Warszawa","{'entities': [(14, 27, 'street_full'), (29, 44, 'city_postal')]}"
Siedziba Spółki dominującej mieści się przy ul. Wojciecha Korfantego 30 we Wrocławiu,"{'entities': [(48, 71, 'street_full')]}"
"w Warszawie, („KP Forum”), ul. Domaniewska 39A, 02-672 Warszawa, występujący jako podmiot","{'entities': [(31, 45, 'street_full'), (48, 63, 'city_postal')]}"
"ul. Domaniewska 39A, 02-672 Warszawa, występująca jako podmiot zależny,","{'entities': [(4, 18, 'street_full'), (21, 36, 'city_postal')]}"
"Polska, ul. Domaniewska 39A, 02672 Warszawa","{'entities': [(12, 26, 'street_full')]}"
"Polska, ul. Okrzei 32, 22-400 Zamość","{'entities': [(12, 21, 'street_full'), (23, 36, 'city_postal')]}"
"dzielnica Górna, przy ul. Kilińskiego 228, stanowiącej działki gruntu nr 60/12 oraz 60/13 o powierzchni","{'entities': [(26, 41, 'street_full')]}"
"ORLEN”, „Spółka”, „Jednostka Dominująca”) z siedzibą w Płocku przy ul. Chemików 7.","{'entities': [(71, 81, 'street_full')]}"
"biurowych w biurowcu przy ul. Mickiewicza 29 w Katowicach, którego Spółka","{'entities': [(26, 44, 'street_full')]}"
"Rzym 00159 oraz Pavimental Polska Sp. z o.o. z siedzibą w Warszawie (00-013), ul. Królewska 16","{'entities': [(82, 94, 'street_full')]}"
"Krajowym Rejestrze Sądowym. Nowa siedziba Spółki to: pl. Grunwaldzki 25-27, Wrocław (50-365), Polska. Sąd","{'entities': [(53, 74, 'street_full')]}"
bezpośrednio i pośrednio przestanie być właścicielem jakichkolwiek akcji AmRest Holdings SE.,"{'entities': [(73, 91, 'company')]}"
"ul. Wołowska 20, 51-116 Wrocław,","{'entities': [(4, 15, 'street_full'), (17, 31, 'city_postal')]}"
"Adres: ul. Gabrieli Zapolskiej 36, 30-126 Kraków","{'entities': [(35, 48, 'city_postal')]}"
"finansowego MLP Group S.A. z siedzibą w Pruszkowie, ul. 3-go Maja 8, sporządzonego na dzień","{'entities': [(56, 67, 'street_full')]}"
"JHM DEVELOPMENT S.A. z siedzibą w Skierniewicach, ul. Unii Europejskiej ul. Unii Europejskiej 18.","{'entities': [(76, 96, 'street_full')]}"
"- Prime Car Management S.A. z siedzibą w Gdańsku, ul. Polanki 4,","{'entities': [(54, 63, 'street_full')]}"
"- Futura Leasing S.A. z siedzibą w Gdańsku, ul. Polanki 4,","{'entities': [(48, 57, 'street_full')]}"
"- Futura Prime Sp. z o.o. z siedzibą w Gdańsku, ul. Polanki 4,","{'entities': [(52, 61, 'street_full')]}"
"24 września 1999 roku. Siedziba Spółki mieści się w Gdańsku, (80-308 Gdańsk, ul. Polanki 4).","{'entities': [(81, 90, 'street_full'), (62, 75, 'city_postal')]}"
QUMAK S.A.Al. Jerozolimskie 13402-305 Warszawa,"{'entities': [(11, 32, 'street_full'), (33, 48, 'city_postal')]}"
02-305 Warszawa Al. Jerozolimskie 134,"{'entities': [(16, 37, 'street_full'), (0, 15, 'city_postal')]}"
"INC Rating Sp. z o.o. z siedzibą w Poznaniu, ul. Krasińskiego 16, KRS nr 0000535140.","{'entities': [(49, 64, 'street_full')]}"
"z siedzibą w Krakowie, ul. Pilotów 10, wpisana do Rejestru Przedsiębiorców Krajowego Rejestru Sądowego przez Sąd Rejonowy","{'entities': [(27, 37, 'street_full')]}"
"KRAKCHEMIA S.A. z siedzibą 31-462 Kraków, ul. Pilotów 10 powstała w wyniku przekształcenia spółki","{'entities': [(46, 56, 'street_full'), (27, 40, 'city_postal')]}"
"31-462 Kraków, ul. Pilotów 10","{'entities': [(19, 29, 'street_full'), (0, 13, 'city_postal')]}"
"50-457Wrocław, ul. Dąbrowskiego 44","{'entities': [(19, 34, 'street_full')]}"
"Kożuszki Parcel 70A, 96-500 Sochaczew","{'entities': [(0, 19, 'street_full'), (21, 37, 'city_postal')]}"
"w: 96-500 Sochaczew,","{'entities': [(3, 19, 'city_postal')]}"
"REDAN SA, 94-250 Łódź, ul. Żniwna 10/14","{'entities': [(0, 8, 'company'), (27, 39, 'street_full'), (10, 21, 'city_postal'), (10, 21, 'city_postal')]}"
ul. Przemysłowa 13,"{'entities': [(0, 17, 'street_full'), (4, 18, 'street_full')]}"
"Siedziba Spółki mieści się pod adresem ul. Strzegomska 2-4, 53-611 Wrocław, Polska. Miejscem prowadzenia działalności","{'entities': [(43, 58, 'street_full'), (60, 74, 'city_postal')]}"
"Siedzibą prawną Blue stop Sp. z o.o. ( d. Soliko Sp. z o.o.) jest Śrem, ulica Gostyńska 51. Jednostka prowadzi","{'entities': [(78, 90, 'street_full')]}"
"Grupa Kapitałowa FARMACOL • Farmacol S.A. w Katowicach, 40-541 Katowice, ul. Rzepakowa 2 • tel. + 48 (32) 20 80 600, fax + 48 (32) 20 22 497","{'entities': [(28, 41, 'company'), (73, 88, 'street_full'), (56, 71, 'city_postal')]}"
7.43. Skrócone śródroczne jednostkowe sprawozdanie finansowe Farmacol S.A. za I półrocze 2015 roku ...................................48,"{'entities': [(61, 74, 'company')]}"
"Nazwa i siedziba, organy rejestracyjne, przedmiot działalności Farmacol S.A. ......................................................48","{'entities': [(63, 76, 'company')]}"
"40-541 Katowice, ul. Rzepakowa 2","{'entities': [(17, 32, 'street_full'), (0, 15, 'city_postal')]}"
"Podstawową działalnością Farmacol S.A. jest sprzedaż hurtowa wyrobów farmaceutycznych, kosmetycznych oraz","{'entities': [(25, 38, 'company')]}"
(WZ) Farmacol S.A. to:,"{'entities': [(5, 18, 'company')]}"
Skrócone śródroczne sprawozdanie finansowe Spółki Akcyjnej Farmacol S.A. obejmuje okres sześciu miesięcy od 1,"{'entities': [(59, 72, 'company')]}"
na magazynie towarów handlowych do wysokości 156 mln PLN. Dodatkowo Farmacol S.A. posiada przyznany kredyt w,"{'entities': [(68, 81, 'company')]}"
zabezpieczającym na rzecz dwóch banków: ING oraz Societe Generale. Ponadto od I półrocza 2011 roku Farmacol S.A.,"{'entities': [(99, 112, 'company')]}"
Poniższa tabela przedstawia klasyfikację akcji Farmacol S.A.,"{'entities': [(47, 60, 'company')]}"
Dnia 30 czerwca 2015 roku upłynął termin zgody Walnego Zgromadzenia Akcjonariuszy Farmacol S.A do nabywania,"{'entities': [(82, 95, 'company')]}"
"W ramach podpisanej umowy Zarzadzania Płynnością w Formie Limitów dziennych Farmacol S.A. jest agentem usługi,","{'entities': [(76, 89, 'company')]}"
poręczenia udzielonego przez Farmacol S.A. jako agenta usługi jest do wysokości limitu agenta oraz sumy limitów,"{'entities': [(29, 42, 'company')]}"
W związku z zawarciem umowy ramowej kredytu bankowego w ING Spółce Farmacol S.A. i innym podmiotom z Grupy,"{'entities': [(67, 80, 'company')]}"
"Arteria S. A. ul. Stawki 2A, 00-193 Warszawa","{'entities': [(18, 26, 'street_full'), (18, 27, 'street_full'), (29, 44, 'city_postal')]}"
w Warszawie przy ulicy Stawki 2A. Jednostka Dominująca w dniu 17 stycznia 2005 roku została wpisana do,"{'entities': [(23, 31, 'street_full'), (23, 32, 'street_full')]}"
Siedziba Spółki znajduje się przy ul. Stawki 2A (kod pocztowy 00–193) w Warszawie.,"{'entities': [(38, 46, 'street_full'), (38, 47, 'street_full')]}"
"02-675 Warszawa, ul. Wołoska 22A","{'entities': [(21, 32, 'street_full'), (21, 31, 'street_full'), (0, 15, 'city_postal')]}"
"Siedzibą Spółki jest m. st. Warszawa, ul. Rzymowskiego 53, 02-697 Warszawa.","{'entities': [(42, 57, 'street_full'), (59, 74, 'city_postal')]}"
"Siedzibą Spółki jest m. st. Warszawa, ul. Rzymowskiego 53, 02-697, Warszawa. IQ Partners S.A. nie posiada oddziałów","{'entities': [(42, 57, 'street_full')]}"
"odpowiedzialnością sp. k., z siedzibą w Warszawie przy ul. Rondo ONZ 1, zarejestrowaną w Sądzie Rejonowym dla m.st. Warszawy,","{'entities': [(59, 70, 'street_full')]}"
"Siedziba Spółki mieści się w Poznaniu, adres: 60-527 Poznań, ul. Staszica 2/4.","{'entities': [(65, 77, 'street_full'), (46, 59, 'city_postal')]}"
"na nową Vistal Marine Sp. z o.o. oraz zmianę adresu jej siedziby z dotychczasowego ul. Hutnicza 40, 81-061 Gdynia,","{'entities': [(87, 98, 'street_full'), (100, 113, 'city_postal')]}"
"Service Sp. z o.o. na nową Vistal Marine Sp. z o.o. oraz zmianę adresu jej siedziby z dotychczasowego: ul. Hutnicza 40,","{'entities': [(107, 118, 'street_full')]}"
53-413 Wrocław ul. Gwiaździsta 66,"{'entities': [(19, 33, 'street_full'), (0, 14, 'city_postal')]}"
Siedziba Jednostki Dominującej od 21 lipca 2015 r. mieści się w Warszawie przy ul. Emilii Plater 28.,"{'entities': [(83, 99, 'street_full')]}"
"na ulicy Przybyszewskiego 176/178,","{'entities': [(9, 33, 'street_full')]}"
do lokalizacji w Łodzi przy ulicy Przybyszewskiego 176/178 będącej własnością Grupy Kapitałowej. Na,"{'entities': [(34, 58, 'street_full')]}"
banku b) hipoteka kaucyjna na nieruchomości w P-nie ul.Górnośląska 11 KW,"{'entities': [(55, 69, 'street_full')]}"
"Akcyjna z siedzibą w Kielcach przy al. Solidarności 36 (Rovese S.A., Spółka, Emitent). Spółka wpisana jest","{'entities': [(35, 54, 'street_full')]}"
"zależne. Rovese Spółka Akcyjna z siedzibą w Kielcach Al. Solidarności 36, jest zarejestrowana w Sądzie","{'entities': [(53, 72, 'street_full')]}"
"ROVESE Spółka Akcyjna z siedzibą w Kielcach Al. Solidarności 36, jest zarejestrowana w Sądzie","{'entities': [(44, 63, 'street_full')]}"
"jednostki zależne. Rovese Spółka Akcyjna z siedzibą w Kielcach al. Solidarności 36, jest zarejestrowana w","{'entities': [(63, 82, 'street_full')]}"
"1999 roku. Siedziba Spó!ki mie•ci si• w Gliwicach, ul. Berbeckiego 6. WASKO S.A. jest spó!k""","{'entities': [(55, 68, 'street_full')]}"
"Adres: 00-113 Warszawa, ul. Emilii Plater 53","{'entities': [(28, 44, 'street_full'), (7, 22, 'city_postal')]}"
"2.Adresu siedziby Spółki na 00-113 Warszawa, ul. Emilii Plater 53","{'entities': [(49, 65, 'street_full'), (28, 43, 'city_postal')]}"
"(uprzednio 00-924 Warszawa,ul. Kopernika 36/40)","{'entities': [(31, 46, 'street_full'), (11, 26, 'city_postal')]}"
"ENERGOMONTAŻ – POŁUDNIE Spółka Akcyjna („EP”) z siedzibą w Katowicach, ul. Mickiewicza 15. Na podstawie umowy","{'entities': [(71, 89, 'street_full')]}"
"mieści się w Lublinie (20-703), ul. Cisowa 11.","{'entities': [(36, 45, 'street_full')]}"
25.11.1991 r. Siedziba Spółki mieści się w Tarnowie przy ulicy Bartla 3.,"{'entities': [(63, 71, 'street_full')]}"
" Oddział IT, mieszczący się przy ul. Jutrzenki 116 w Warszawie.","{'entities': [(38, 51, 'street_full')]}"
"ul. Świętokrzyska 30 lok 63, 00-116 Warszawa","{'entities': [(4, 27, 'street_full'), (29, 44, 'city_postal')]}"
"Wrocławiu, ul. Strzegomska 138","{'entities': [(15, 30, 'street_full')]}"
"ul. Jagiellońska 4, 44-100 Gliwice","{'entities': [(20, 34, 'city_postal')]}"
"Jagiellońska 4, 44-100 Gliwice","{'entities': [(16, 30, 'city_postal')]}"
z siedzibą w Warszawie przy ul. Cybernetyki 7A,"{'entities': [(32, 45, 'street_full')]}"
"Siedziba – 02-677 Warszawa, ul. Cybernetyki 7A","{'entities': [(32, 45, 'street_full'), (11, 26, 'city_postal')]}"
"odpowiedzialnością – spółka komandytowo-akcyjna, z siedzibą w Kielcach (adres: al. Solidarności 36, 25-323 Kielce), której","{'entities': [(79, 98, 'street_full'), (100, 113, 'city_postal')]}"
"„Spółka”), podpisała z bankiem BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA, z siedzibą w Warszawie (adres: ul. Suwak 3,","{'entities': [(31, 69, 'company')]}"
"W dniu 18 marca 2015 roku, spółka „Echo – West Gate spółka z ograniczoną odpowiedzialnością” Spółka komandytowoakcyjna, z siedzibą w Kielcach podpisała z bankiem BNP PARIBAS BANK POLSKA SPÓŁKA AKCYJNA, z siedzibą w Warszawie","{'entities': [(162, 200, 'company')]}"
"LICZBY GŁOSÓW NA WALNYM ZGROMADZENIU ECHO INVESTMENT SA, NA 30 SIERPNIA 2015","{'entities': [(37, 55, 'company')]}"
11. ZESTAWIENIE ZMIAN W STANIE POSIADANIA AKCJI ECHO INVESTMENT SA LUB UPRAWNIEŃ DO NICH (OPCJI) PRZEZ OSOBY,"{'entities': [(48, 66, 'company')]}"
"ZARZĄDZAJĄCE I NADZORUJĄCE SPÓŁKĘ, ZGODNIE Z POSIADANYMI PRZEZ ECHO INVESTMENT SA INFORMACJAMI,","{'entities': [(63, 81, 'company')]}"
"15. INNE INFORMACJE, KTÓRE ZDANIEM ZARZĄDU ECHO INVESTMENT SA SĄ ISTOTNE DLA OCENY JEGO SYTUACJI KADROWEJ,","{'entities': [(43, 61, 'company')]}"
"przy ulicy Reja 4, 42-440 Ogrodzieniec.","{'entities': [(19, 38, 'city_postal')]}"
"ul. Serocka 3 lok. B2, 04-333 Warszawa","{'entities': [(23, 38, 'city_postal')]}"
"Siedziba: ul. Romana Dmowskiego 38B, 97-300 Piotrków Trybunalski","{'entities': [(21, 35, 'street_full'), (37, 64, 'city_postal')]}"
"Deutsche Bank Polska S.A. z siedzibą w Warszawie przy Al. Armii Ludowej 26, zwanym dalej Bankiem a","{'entities': [(54, 74, 'street_full')]}"
"Warszawie przy Al. Armii Ludowej 26, zwanym dalej Bankiem a Viamind Sp z o.o. z siedzibą w Warszawie","{'entities': [(15, 35, 'street_full')]}"
Do dnia 31 grudnia 2013 r. Spółka PBO ANIOŁA SPÓŁKA AKCYJNA prowadziła działalność operacyjną w zakresie,"{'entities': [(34, 59, 'company')]}"
przy ul. Padlewskiego 18 c (KRS 0000090954) cesję praw do umowy pożyczki akcji spółki FLY.PL,"{'entities': [(9, 26, 'street_full')]}"
"Emitent – ATLANTIS Spółka Akcyjna z siedzibą w Płocku przy ul. Padlewskiego 18C, 09-402","{'entities': [(63, 79, 'street_full')]}"
"ELKOP Spółka Akcyjna z siedzibą w Chorzowie przy ul. J. Maronia 44, 41-506 Chorzów, wpisana","{'entities': [(0, 20, 'company'), (68, 82, 'city_postal')]}"
"FON Spółka Akcyjna z siedzibą w Płocku przy ul. Padlewskiego 18C, 09-402 Płock, wpisana do","{'entities': [(48, 64, 'street_full'), (66, 78, 'city_postal')]}"
"• - FON Spółka Akcyjna z siedzibą w Płocku przy ul. Padlewskiego 18C, 09-402 Płock, wpisana do","{'entities': [(52, 68, 'street_full'), (70, 82, 'city_postal')]}"
"• - ELKOP Spółka Akcyjna z siedzibą w Chorzowie przy ul. J. Maronia 44, 41-506 Chorzów,","{'entities': [(4, 24, 'company'), (72, 86, 'city_postal')]}"
"• - RESBUD Spółka Akcyjna z siedzibą w Płocku przy ul. Padlewskiego 18C, 09-402 Płock,","{'entities': [(55, 71, 'street_full'), (73, 85, 'city_postal')]}"
"• IFERIA S.A. z siedzibą w Płocku, przy ul. Padlewskiego 18c, 09-402 Płock, wpisanej do rejestru","{'entities': [(44, 60, 'street_full'), (62, 74, 'city_postal')]}"
9) Wykaz składników majątku (aktywów i pasywów) ATLANTIS SA nieprzenoszonych na IFERIA w,"{'entities': [(48, 59, 'company')]}"
"Emitent – ATLANTIS Spółka Akcyjna z siedzibą w Płocku przy ul. Padlewskiego 18C, 09-402 Płock,","{'entities': [(63, 79, 'street_full'), (81, 93, 'city_postal')]}"
"INVESTMENT FRIENDS CAPITAL Spółka Akcyjna z siedzibą w Płocku przy ul. Padlewskiego 18C, 09-402","{'entities': [(71, 87, 'street_full')]}"
"• - INVESTMENT FRIENDS Spółka Akcyjna z siedzibą w Płocku przy ul. Padlewskiego 18C, 09-402 Płock,","{'entities': [(67, 83, 'street_full'), (85, 97, 'city_postal')]}"
"Baranowskiego 10A, 98-300 Wieluń, zarejestrowanej w rejestrze przedsiębiorców","{'entities': [(0, 17, 'street_full'), (19, 32, 'city_postal')]}"
"ul. Grzybowska 4/207, 00-131 Warszawa","{'entities': [(4, 20, 'street_full'), (22, 37, 'city_postal')]}"
Jednostka dominująca- Boryszew Spółka Akcyjna,"{'entities': [(22, 45, 'company')]}"
"Siedziba: 00 – 842 Warszawa, ul. Łucka 7/9","{'entities': [(33, 42, 'street_full'), (29, 42, 'street_full')]}"
"Kancelaria Forum S.A., z siedzibą w Warszawie, ul. Domaniewska 39, 02-672 Warszawa, występujący","{'entities': [(51, 65, 'street_full'), (67, 82, 'city_postal')]}"
"Warszawie, („KP Forum”), ul. Domaniewska 39, 02-672 Warszawa, występujący jako podmiot zależny,","{'entities': [(29, 43, 'street_full'), (45, 60, 'city_postal')]}"
"KI Nieruchomości Sp. z o.o., z siedzibą w Warszawie, ul. Domaniewska1 39, 02-672 Warszawa,","{'entities': [(74, 89, 'city_postal')]}"
"Polska, 95-200 Pabianice, ul. Piotra Skargi 45/47","{'entities': [(26, 49, 'street_full'), (8, 24, 'city_postal')]}"
"GPW w roku 2015 i 2016 prowadziła transakcje ze Wspólnotą Lokalową ""Książęca 4"", której jest członkiem.","{'entities': [(68, 78, 'street_full')]}"
"Czynniki i ryzyka, które w opinii Zarządu mogą w niedalekiej przyszłości mieć wpływ na wyniki Grupy Kapitałowej i Spółki Netia S.A. zostały","{'entities': [(121, 131, 'company')]}"
"- ELKOP Spółka Akcyjna z siedzibą w Chorzowie przy ul. J. Maronia 44, 41-506 Chorzów, wpisana do","{'entities': [(2, 22, 'company'), (70, 84, 'city_postal')]}"
"- FON Spółka Akcyjna z siedzibą w Płocku przy ul. Padlewskiego 18C, 09-402 Płock, wpisana do rejestru","{'entities': [(50, 66, 'street_full'), (68, 80, 'city_postal')]}"
"- INVESTMENT FRIENDS Spółka Akcyjna z siedzibą w Płocku przy ul. Padlewskiego 18C, 09-402 Płock,","{'entities': [(65, 81, 'street_full'), (83, 95, 'city_postal')]}"
"jako Spółkami Dzielonymi, oraz spółką IFERIA S.A. z siedzibą w Płocku, przy ul. Padlewskiego 18c,","{'entities': [(80, 96, 'street_full')]}"
Siedziba Spółki mieści się we Wrocławiu przy ul. Krawieckiej 1 lok. 101 (50-148 Wrocław).,"{'entities': [(73, 87, 'city_postal')]}"
"Rejestrze Sądowym. Nowa siedziba Spółki to: pl. Grunwaldzki 25-27, Wrocław (50-365), Polska. Sąd dokonał także","{'entities': [(44, 65, 'street_full')]}"
"Grokam GBL sp. z o.o. z siedzibą w Mielcu (Rzeczpospolita Polska), pod adresem ul. Przemysłowa 10, 39-300 Mielec, prowadzi","{'entities': [(79, 96, 'street_full')]}"
przy ul. Kazimierza Czapińskiego 3.,"{'entities': [(9, 34, 'street_full')]}"
Nazwa i forma prawna: ................................. MONNARI TRADE Spółka Akcyjna,"{'entities': [(56, 84, 'company')]}"
"Siedziba i adres: ........................................... ul. Łódź, 90-453, ul. Radwańska 6, Polska","{'entities': [(84, 95, 'street_full')]}"
"Siedziba spółki mieści się w Puławach, przy Al. Tysiąclecia Państwa Polskiego 13. Od dnia 4 kwietnia","{'entities': [(44, 80, 'street_full')]}"
